"Дата","Область","Місто","Значення 1","Значення 2","Значення 3","Значення 4","Значення 5","Значення 6","Значення 7","Значення 8","Значення 9","Значення 10","long","lat"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.04.2024","Одеська","Одеса","1","0","1","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","1","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","1","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"29.04.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"30.04.2024","Одеська","Одеса","1","1","0","0","0","1","1","0","0","1","30,7306393","46,4702111"
"30.04.2024","Одеська","Одеса","1","1","0","0","0","1","1","0","0","0","30,7306393","46,4702111"
"30.04.2024","Одеська","Одеса","1","1","0","0","0","1","1","0","0","0","30,7306393","46,4702111"
"30.04.2024","Харківська","Харків","1","0","0","0","1","1","1","0","1","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"30.04.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"01.05.2024","Харківська","Богодухів","1","0","0","0","1","1","1","0","0","1","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","1","0","0","0","1","1","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","1","0","0","0","1","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Богодухів","0","0","0","0","0","0","1","0","0","0","35,5402444","50,1636245"
"01.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","1","0","36,3073994","50,0020127"
"01.05.2024","Харківська","Чугуїв","1","0","1","0","0","0","0","0","1","1","36,6813122","49,8363158"
"01.05.2024","Одеська","Одеса","1","0","1","0","0","0","1","0","1","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","1","0","1","0","0","0","1","0","1","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","1","0","1","0","0","0","1","0","1","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"01.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"02.05.2024","Миколаївська","Миколаїв","1","1","0","0","0","0","0","1","0","0","32,003246","46,9660801"
"02.05.2024","Миколаївська","Миколаїв","1","1","0","0","0","0","0","0","0","0","32,003246","46,9660801"
"02.05.2024","Харківська","Куп'янськ","1","0","0","0","1","0","1","0","1","0","37,6027997","49,7055574"
"02.05.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","1","0","36,1155026","50,1097212"
"02.05.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","0","0","36,1155026","50,1097212"
"03.05.2024","Миколаївська","Миколаїв","1","1","0","0","0","0","0","0","1","0","32,003246","46,9660801"
"03.05.2024","Харківська","Харків","1","0","0","0","1","1","1","0","1","0","36,3073994","50,0020127"
"03.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","1","0","36,3073994","50,0020127"
"03.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"03.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"03.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"03.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","1","0","1","0","1","0","1","0","1","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","1","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","1","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"04.05.2024","Кіровоградська","Кропивницький","1","1","1","0","0","0","1","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","1","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Кіровоградська","Кропивницький","0","0","0","0","0","0","0","0","1","0","32,2641984","48,5070977"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","1","0","1","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","1","0","1","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","1","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","1","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Дніпропетровська","Павлоград","1","0","0","1","0","0","0","0","0","0","35,9032574","48,5294478"
"04.05.2024","Одеська","Одеса","1","0","1","0","0","0","1","0","1","0","30,7306393","46,4702111"
"04.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"04.05.2024","Одеська","Одеса","0","0","0","0","0","0","1","0","0","0","30,7306393","46,4702111"
"05.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","1","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"05.05.2024","Харківська","Куп'янськ","1","0","0","0","1","1","1","0","1","0","37,6027997","49,7055574"
"05.05.2024","Харківська","Куп'янськ","0","0","0","0","0","0","1","0","0","0","37,6027997","49,7055574"
"06.05.2024","Харківська","Золочів","1","0","0","0","1","0","0","0","1","0","35,9760431","50,2690697"
"06.05.2024","Харківська","Золочів","1","0","0","0","1","0","0","0","0","0","35,9760431","50,2690697"
"06.05.2024","Харківська","Золочів","1","0","0","0","1","0","0","0","0","0","35,9760431","50,2690697"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","1","1","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"06.05.2024","Сумська","Суми","1","0","0","1","0","0","0","0","0","0","34,7981","50,9077"
"07.05.2024","Харківська","Ізюм","1","0","0","0","1","0","1","0","1","0","37,2665006","49,2121445"
"07.05.2024","Харківська","Ізюм","0","0","0","0","0","0","1","0","0","0","37,2665006","49,2121445"
"07.05.2024","Харківська","Ізюм","0","0","0","0","0","0","1","0","0","0","37,2665006","49,2121445"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","1","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","0","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","0","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","0","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","0","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Стрий","1","1","0","0","0","0","0","0","0","0","23,8431343","49,2656076"
"08.05.2024","Львівська","Шептицький","1","1","1","0","0","0","0","1","0","0","24,2199454","50,3871767"
"08.05.2024","Львівська","Шептицький","1","1","1","0","0","0","0","0","0","0","24,2199454","50,3871767"
"08.05.2024","Львівська","Шептицький","1","1","0","0","0","0","0","0","0","0","24,2199454","50,3871767"
"08.05.2024","Львівська","Шептицький","1","1","0","0","0","0","0","0","0","0","24,2199454","50,3871767"
"08.05.2024","Львівська","Шептицький","1","0","0","0","0","0","0","0","0","0","24,2199454","50,3871767"
"08.05.2024","Львівська","Шептицький","1","0","0","0","0","0","0","0","0","0","24,2199454","50,3871767"
"08.05.2024","Івано-Франківська","Бурштин","1","1","0","0","0","0","0","1","0","0","24,62688","49,2605667"
"08.05.2024","Івано-Франківська","Бурштин","1","1","0","0","0","0","0","0","0","0","24,62688","49,2605667"
"08.05.2024","Полтавська","Кременчук","1","0","0","1","0","0","0","1","0","0","33,410033","49,065783"
"08.05.2024","Кіровоградська","Олександрія","1","1","0","0","0","0","1","1","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Кіровоградська","Олександрія","0","0","0","0","0","0","0","0","1","0","33,0967875","48,6632704"
"08.05.2024","Київська","Бровари","1","1","0","0","0","0","1","0","1","0","30,7909","50,511083"
"08.05.2024","Київська","Бровари","0","0","0","0","0","0","1","0","0","0","30,7909","50,511083"
"08.05.2024","Вінницька","Ладижин","1","1","0","0","0","0","0","1","0","0","29,2476274","48,6838051"
